"Localidade";"Ano";"Frota de Veículos - Total (número)";"População - Projeção  - Masculina - Total -UFRN (habitantes)";"Frota de Veículos - Automóvel (número)";"População - Projeção  - Feminina - Total - UFRN (habitantes)";"Frota de Veículos - Motocicleta (número)";"Frota de Veículos - Ônibus (número)"
"Nazário";"2020";"3.663";"4412";"1.777";"4445";"657";"19"
"Nazário";"2021";"3.853";"4440";"1.849";"4484";"671";"19"
"Nazário";"2022";"4.108";"4467";"1.945";"4520";"703";"20"
"Nazário";"2023";"4.350";"4490";"2.028";"4554";"743";"20"
"Nazário";"2024";"4.589";"4510";"2.100";"4584";"787";"21"
"Nerópolis";"2014";"13.100";"13303";"5.879";"13732";"3.234";"33"
"Nerópolis";"2015";" 14.234 ";"13597";" 6.461 ";"14048";" 3.431 ";" 39 "
"Nerópolis";"2016";" 15.043 ";"13887";" 6.905 ";"14356";" 3.529 ";" 41 "
"Nerópolis";"2017";" 15.572 ";"14172";" 7.197 ";"14661";" 3.616 ";" 43 "
"Nerópolis";"2018";"16.255";"14458";"7.570";"14968";"3.710";"48"
"Nerópolis";"2019";"17.095";"14738";"8.021";"15272";"3.840";"43"
"Nerópolis";"2020";"17.799";"15013";"8.335";"15573";"3.950";"46"
"Nerópolis";"2021";"18.576";"15286";"8.669";"15867";"4.134";"50"
"Nerópolis";"2022";"19.239";"15553";"8.887";"16156";"4.315";"60"
"Nerópolis";"2023";"20.093";"15814";"9.218";"16440";"4.536";"62"
"Nerópolis";"2024";"21.087";"16067";"9.674";"16720";"4.720";"53"
"Niquelândia";"2014";"17.907";"22582";"7.958";"21659";"3.458";"157"
"Niquelândia";"2015";" 19.305 ";"22689";" 8.658 ";"21806";" 3.640 ";" 162 "
"Niquelândia";"2016";" 20.023 ";"22781";" 8.987 ";"21934";" 3.764 ";" 159 "
"Niquelândia";"2017";" 20.340 ";"22856";" 9.148 ";"22049";" 3.847 ";" 164 "
"Niquelândia";"2018";"20.802";"22925";"9.398";"22161";"3.920";"170"
"Niquelândia";"2019";"21.303";"22980";"9.695";"22261";"3.964";"178"
"Niquelândia";"2020";"22.051";"23021";"10.076";"22350";"4.030";"179"
"Niquelândia";"2021";"22.950";"23051";"10.413";"22422";"4.142";"186"
"Niquelândia";"2022";"23.713";"23065";"10.704";"22482";"4.274";"186"
"Niquelândia";"2023";"24.677";"23065";"10.987";"22530";"4.490";"179"
"Niquelândia";"2024";"25.697";"23051";"11.294";"22567";"4.634";"177"
"Nova América";"2014";"1.013";"1163";"442";"1129";"355";"2"
"Nova América";"2015";" 1.121 ";"1164";" 496 ";"1136";" 371 ";" 2 "
"Nova América";"2016";" 1.212 ";"1156";" 543 ";"1134";" 390 ";" 2 "
"Nova América";"2017";" 1.251 ";"1149";" 568 ";"1133";" 390 ";" 3 "
"Nova América";"2018";"1.316";"1145";"594";"1134";"398";"3"
"Nova América";"2019";"1.356";"1142";"618";"1136";"409";"4"
"Nova América";"2020";"1.427";"1141";"645";"1139";"428";"4"
"Nova América";"2021";"1.472";"1132";"664";"1135";"443";"4"
"Nova América";"2022";"1.511";"1124";"681";"1133";"452";"4"
"Nova América";"2023";"1.556";"1118";"692";"1131";"463";"5"
"Nova América";"2024";"1.635";"1113";"729";"1130";"474";"5"
"Nova Aurora";"2014";"1.015";"1108";"413";"1034";"314";"2"
"Nova Aurora";"2015";" 1.100 ";"1112";" 443 ";"1042";" 332 ";" 5 "
"Nova Aurora";"2016";" 1.166 ";"1113";" 474 ";"1047";" 341 ";" 5 "
"Nova Aurora";"2017";" 1.178 ";"1113";" 489 ";"1051";" 341 ";" 5 "
"Nova Aurora";"2018";"1.220";"1114";"512";"1056";"356";"5"
"Nova Aurora";"2019";"1.252";"1114";"524";"1061";"356";"6"
"Nova Aurora";"2020";"1.309";"1114";"536";"1065";"378";"6"
"Nova Aurora";"2021";"1.349";"1112";"552";"1068";"377";"6"
"Nova Aurora";"2022";"1.401";"1110";"567";"1070";"384";"6"
"Nova Aurora";"2023";"1.447";"1107";"563";"1072";"402";"6"
"Nova Aurora";"2024";"1.496";"1104";"582";"1074";"402";"6"
"Nova Crixás";"2014";"3.599";"6422";"1.218";"5964";"1.279";"39"
"Nova Crixás";"2015";" 4.177 ";"6442";" 1.463 ";"6006";" 1.412 ";" 40 "
"Nova Crixás";"2016";" 4.509 ";"6451";" 1.606 ";"6034";" 1.483 ";" 41 "
"Nova Crixás";"2017";" 4.817 ";"6457";" 1.748 ";"6059";" 1.529 ";" 43 "
"Nova Crixás";"2018";"5.043";"6462";"1.857";"6086";"1.562";"43"
"Nova Crixás";"2019";"5.262";"6465";"1.947";"6111";"1.576";"44"
"Nova Crixás";"2020";"5.631";"6465";"2.088";"6135";"1.630";"45"
"Nova Crixás";"2021";"6.047";"6457";"2.254";"6147";"1.683";"46"
"Nova Crixás";"2022";"6.398";"6446";"2.355";"6157";"1.727";"47"
"Nova Crixás";"2023";"6.903";"6432";"2.490";"6165";"1.839";"47"
"Nova Crixás";"2024";"7.462";"6416";"2.599";"6172";"1.990";"54"
"Nova Glória";"2014";"3.195";"4163";"1.317";"4225";"1.041";"22"
"Nova Glória";"2015";" 3.581 ";"4125";" 1.503 ";"4197";" 1.137 ";" 25 "
"Nova Glória";"2016";" 3.886 ";"4081";" 1.658 ";"4165";" 1.169 ";" 26 "
"Nova Glória";"2017";" 4.096 ";"4037";" 1.735 ";"4132";" 1.204 ";" 28 "
"Nova Glória";"2018";"4.263";"3993";"1.835";"4099";"1.230";"27"
"Nova Glória";"2019";"4.421";"3948";"1.913";"4065";"1.235";"31"
"Nova Glória";"2020";"4.519";"3903";"1.968";"4030";"1.240";"30"
"Nova Glória";"2021";"4.737";"3855";"2.032";"3993";"1.293";"33"
"Nova Glória";"2022";"4.963";"3807";"2.106";"3955";"1.352";"32"
"Nova Glória";"2023";"5.127";"3758";"2.137";"3915";"1.400";"32"
"Nova Glória";"2024";"5.324";"3709";"2.218";"3875";"1.424";"34"
"Nova Iguaçu de Goiás";"2014";"898";"1495";"342";"1429";"326";"7"
"Nova Iguaçu de Goiás";"2015";" 950 ";"1501";" 370 ";"1440";" 335 ";" 6 "
"Nova Iguaçu de Goiás";"2016";" 989 ";"1501";" 391 ";"1445";" 344 ";" 6 "
"Nova Iguaçu de Goiás";"2017";" 1.024 ";"1501";" 408 ";"1450";" 347 ";" 6 "
"Nova Iguaçu de Goiás";"2018";"1.061";"1502";"427";"1456";"341";"6"
"Nova Iguaçu de Goiás";"2019";"1.095";"1502";"453";"1462";"343";"6"
"Nova Iguaçu de Goiás";"2020";"1.153";"1504";"502";"1469";"337";"8"
"Nova Iguaçu de Goiás";"2021";"1.215";"1501";"532";"1470";"342";"7"
"Nova Iguaçu de Goiás";"2022";"1.254";"1497";"534";"1472";"351";"7"
"Nova Iguaçu de Goiás";"2023";"1.295";"1494";"539";"1473";"359";"10"
"Nova Iguaçu de Goiás";"2024";"1.343";"1491";"553";"1475";"369";"11"
"Nova Roma";"2014";"453";"1782";"192";"1690";"175";"7"
"Nova Roma";"2015";" 523 ";"1771";" 229 ";"1690";" 197 ";" 6 "
"Nova Roma";"2016";" 576 ";"1758";" 261 ";"1681";" 205 ";" 6 "
"Nova Roma";"2017";" 636 ";"1745";" 293 ";"1673";" 218 ";" 6 "
"Nova Roma";"2018";"681";"1732";"322";"1667";"226";"6"
"Nova Roma";"2019";"729";"1719";"344";"1662";"232";"6"
"Nova Roma";"2020";"797";"1705";"376";"1658";"253";"6"
"Nova Roma";"2021";"865";"1690";"413";"1646";"264";"6"
"Nova Roma";"2022";"922";"1675";"432";"1634";"278";"6"
"Nova Roma";"2023";"974";"1659";"450";"1624";"286";"8"
"Nova Roma";"2024";"1.007";"1644";"457";"1614";"298";"8"
"Nova Veneza";"2014";"3.178";"4504";"1.376";"4384";"792";"17"
"Nova Veneza";"2015";" 3.423 ";"4581";" 1.533 ";"4462";" 810 ";" 18 "
"Nova Veneza";"2016";" 3.567 ";"4653";" 1.601 ";"4539";" 835 ";" 23 "
"Nova Veneza";"2017";" 3.693 ";"4723";" 1.679 ";"4614";" 860 ";" 24 "
"Nova Veneza";"2018";"3.883";"4793";"1.774";"4689";"874";"26"
"Nova Veneza";"2019";"4.074";"4863";"1.872";"4761";"912";"27"
"Nova Veneza";"2020";"4.309";"4930";"2.000";"4833";"948";"26"
"Nova Veneza";"2021";"4.604";"4996";"2.116";"4904";"988";"27"
"Nova Veneza";"2022";"4.869";"5059";"2.238";"4973";"1.028";"29"
"Nova Veneza";"2023";"5.203";"5121";"2.343";"5039";"1.109";"29"
"Nova Veneza";"2024";"5.545";"5181";"2.436";"5104";"1.177";"31"
"Novo Brasil";"2014";"1.475";"1743";"517";"1648";"591";"3"
"Novo Brasil";"2015";" 1.622 ";"1720";" 578 ";"1631";" 630 ";" 3 "
"Novo Brasil";"2016";" 1.731 ";"1689";" 622 ";"1609";" 663 ";" 4 "
"Novo Brasil";"2017";" 1.796 ";"1660";" 643 ";"1587";" 677 ";" 4 "
"Novo Brasil";"2018";"1.861";"1631";"674";"1567";"680";"5"
"Novo Brasil";"2019";"1.924";"1604";"701";"1547";"680";"5"
"Novo Brasil";"2020";"2.027";"1579";"747";"1527";"704";"5"
"Novo Brasil";"2021";"2.159";"1547";"798";"1504";"739";"5"
"Novo Brasil";"2022";"2.214";"1516";"812";"1481";"752";"5"
"Novo Brasil";"2023";"2.260";"1486";"825";"1458";"769";"5"
"Novo Brasil";"2024";"2.339";"1457";"836";"1436";"780";"5"
"Novo Gama";"2014";"11.315";"51578";"6.722";"53553";"2.046";"121"
"Novo Gama";"2015";" 12.485 ";"52597";" 7.197 ";"54666";" 2.272 ";" 134 "
"Novo Gama";"2016";" 12.829 ";"53582";" 7.196 ";"55738";" 2.399 ";" 171 "
"Novo Gama";"2017";" 13.100 ";"54542";" 7.273 ";"56791";" 2.491 ";" 182 "
"Novo Gama";"2018";"13.714";"55512";"7.492";"57855";"2.591";"191"
"Novo Gama";"2019";"14.147";"56458";"7.607";"58902";"2.672";"198"
"Novo Gama";"2020";"14.685";"57380";"7.692";"59927";"2.756";"199"
"Novo Gama";"2021";"15.891";"58277";"8.170";"60919";"2.936";"207"
"Novo Gama";"2022";"17.909";"59149";"8.649";"61891";"3.221";"290"
"Novo Gama";"2023";"20.374";"59992";"9.192";"62838";"3.617";"382"
"Novo Gama";"2024";"22.427";"60805";"9.526";"63758";"3.867";"392"
"Novo Planalto";"2014";"1.005";"2151";"358";"1988";"373";"3"
"Novo Planalto";"2015";" 1.145 ";"2165";" 431 ";"2010";" 398 ";" 3 "
"Novo Planalto";"2016";" 1.236 ";"2171";" 473 ";"2024";" 407 ";" 3 "
"Novo Planalto";"2017";" 1.340 ";"2177";" 534 ";"2040";" 414 ";" 4 "
"Novo Planalto";"2018";"1.431";"2185";"579";"2056";"428";"5"
"Novo Planalto";"2019";"1.531";"2192";"627";"2073";"441";"5"
"Novo Planalto";"2020";"1.609";"2200";"648";"2091";"456";"5"
"Novo Planalto";"2021";"1.736";"2203";"671";"2102";"492";"5"
"Novo Planalto";"2022";"1.847";"2205";"700";"2114";"511";"5"
"Novo Planalto";"2023";"1.942";"2208";"710";"2126";"535";"5"
"Novo Planalto";"2024";"2.051";"2210";"737";"2138";"557";"6"
"Orizona";"2014";"7.473";"7583";"3.200";"7171";"2.071";"45"
"Orizona";"2015";" 8.168 ";"7597";" 3.570 ";"7205";" 2.156 ";" 46 "
"Orizona";"2016";" 8.745 ";"7602";" 3.839 ";"7232";" 2.227 ";" 50 "
"Orizona";"2017";" 9.146 ";"7604";" 3.982 ";"7256";" 2.264 ";" 51 "
"Orizona";"2018";"9.615";"7605";"4.161";"7280";"2.329";"51"
"Orizona";"2019";"9.961";"7603";"4.298";"7300";"2.373";"49"
"Orizona";"2020";"10.411";"7598";"4.478";"7318";"2.442";"49"
"Orizona";"2021";"10.876";"7586";"4.617";"7330";"2.503";"50"
"Orizona";"2022";"11.355";"7572";"4.722";"7340";"2.563";"49"
"Orizona";"2023";"11.764";"7554";"4.835";"7346";"2.627";"48"
"Orizona";"2024";"12.155";"7533";"4.970";"7350";"2.694";"48"
"Ouro Verde de Goiás";"2014";"1.483";"1969";"735";"2032";"322";"11"
"Ouro Verde de Goiás";"2015";" 1.582 ";"1954";" 786 ";"2029";" 327 ";" 13 "
"Ouro Verde de Goiás";"2016";" 1.663 ";"1932";" 847 ";"2017";" 335 ";" 14 "
"Ouro Verde de Goiás";"2017";" 1.743 ";"1910";" 874 ";"2006";" 340 ";" 15 "
"Ouro Verde de Goiás";"2018";"1.804";"1890";"903";"1996";"347";"16"
"Ouro Verde de Goiás";"2019";"1.848";"1872";"926";"1987";"357";"16"
"Ouro Verde de Goiás";"2020";"1.921";"1854";"968";"1980";"365";"16"
"Ouro Verde de Goiás";"2021";"2.004";"1829";"1.015";"1964";"383";"16"
"Ouro Verde de Goiás";"2022";"2.083";"1806";"1.054";"1949";"394";"16"
"Ouro Verde de Goiás";"2023";"2.149";"1784";"1.085";"1935";"403";"16"
"Ouro Verde de Goiás";"2024";"2.248";"1762";"1.111";"1921";"425";"16"
"Ouvidor";"2014";"2.591";"3064";"1.298";"2932";"495";"17"
"Ouvidor";"2015";" 2.781 ";"3119";" 1.415 ";"2990";" 514 ";" 16 "
"Ouvidor";"2016";" 2.953 ";"3166";" 1.510 ";"3048";" 533 ";" 17 "
"Ouvidor";"2017";" 3.024 ";"3215";" 1.566 ";"3105";" 532 ";" 17 "
"Ouvidor";"2018";"3.088";"3265";"1.622";"3161";"535";"17"
"Ouvidor";"2019";"3.207";"3315";"1.699";"3216";"539";"17"
"Ouvidor";"2020";"3.386";"3366";"1.805";"3269";"538";"18"
"Ouvidor";"2021";"3.559";"3410";"1.874";"3326";"563";"18"
"Ouvidor";"2022";"3.724";"3455";"1.957";"3381";"573";"17"
"Ouvidor";"2023";"3.897";"3499";"2.040";"3434";"586";"17"
"Ouvidor";"2024";"4.090";"3544";"2.127";"3485";"606";"17"
"Padre Bernardo";"2014";"6.603";"15359";"3.257";"15108";"962";"91"
"Padre Bernardo";"2015";" 6.946 ";"15642";" 3.413 ";"15411";" 1.031 ";" 95 "
"Padre Bernardo";"2016";" 7.172 ";"15917";" 3.512 ";"15710";" 1.064 ";" 94 "
"Padre Bernardo";"2017";" 7.342 ";"16187";" 3.593 ";"16003";" 1.099 ";" 98 "
"Padre Bernardo";"2018";"7.481";"16460";"3.646";"16301";"1.123";"97"
"Padre Bernardo";"2019";"7.610";"16729";"3.727";"16595";"1.147";"98"
"Padre Bernardo";"2020";"7.814";"16992";"3.815";"16884";"1.166";"98"
"Padre Bernardo";"2021";"8.126";"17258";"3.958";"17175";"1.194";"97"
"Padre Bernardo";"2022";"8.310";"17518";"4.037";"17460";"1.210";"103"
"Padre Bernardo";"2023";"8.555";"17772";"4.107";"17740";"1.240";"104"
"Padre Bernardo";"2024";"8.839";"18019";"4.195";"18013";"1.268";"105"
"Palestina de Goiás";"2014";"998";"1814";"329";"1627";"407";"9"
"Palestina de Goiás";"2015";" 1.110 ";"1819";" 391 ";"1632";" 431 ";" 11 "
"Palestina de Goiás";"2016";" 1.175 ";"1816";" 424 ";"1629";" 454 ";" 11 "
"Palestina de Goiás";"2017";" 1.196 ";"1813";" 439 ";"1626";" 458 ";" 12 "
"Palestina de Goiás";"2018";"1.224";"1811";"450";"1625";"461";"12"
"Palestina de Goiás";"2019";"1.263";"1810";"462";"1624";"464";"13"
"Palestina de Goiás";"2020";"1.307";"1809";"491";"1623";"472";"10"
"Palestina de Goiás";"2021";"1.394";"1800";"528";"1616";"489";"11"
"Palestina de Goiás";"2022";"1.456";"1792";"551";"1610";"498";"10"
"Palestina de Goiás";"2023";"1.513";"1785";"569";"1604";"517";"10"
"Palestina de Goiás";"2024";"1.581";"1778";"584";"1598";"538";"10"
"Palmeiras de Goiás";"2014";"12.226";"13153";"5.262";"12846";"2.978";"104"
"Palmeiras de Goiás";"2015";" 13.538 ";"13436";" 5.812 ";"13128";" 3.260 ";" 110 "
"Palmeiras de Goiás";"2016";" 14.432 ";"13721";" 6.131 ";"13419";" 3.457 ";" 119 "
"Palmeiras de Goiás";"2017";" 15.063 ";"14002";" 6.391 ";"13704";" 3.575 ";" 135 "
"Palmeiras de Goiás";"2018";"15.681";"14283";"6.670";"13988";"3.644";"139"
"Palmeiras de Goiás";"2019";"16.530";"14559";"6.981";"14265";"3.784";"147"
"Palmeiras de Goiás";"2020";"17.435";"14830";"7.357";"14537";"3.929";"156"
"Palmeiras de Goiás";"2021";"18.641";"15104";"7.824";"14820";"4.110";"162"
"Palmeiras de Goiás";"2022";"19.637";"15373";"8.094";"15095";"4.287";"158"
"Palmeiras de Goiás";"2023";"20.723";"15636";"8.381";"15363";"4.525";"166"
"Palmeiras de Goiás";"2024";"21.817";"15893";"8.700";"15623";"4.734";"175"
"Palmelo";"2014";"804";"1158";"372";"1194";"233";"5"
"Palmelo";"2015";" 903 ";"1157";" 427 ";"1193";" 248 ";" 6 "
"Palmelo";"2016";" 960 ";"1152";" 450 ";"1188";" 268 ";" 6 "
"Palmelo";"2017";" 998 ";"1147";" 473 ";"1183";" 265 ";" 6 "
"Palmelo";"2018";"1.051";"1143";"513";"1179";"267";"7"
"Palmelo";"2019";"1.076";"1139";"530";"1176";"268";"6"
"Palmelo";"2020";"1.144";"1135";"563";"1173";"271";"6"
"Palmelo";"2021";"1.194";"1129";"588";"1166";"279";"6"
"Palmelo";"2022";"1.233";"1123";"604";"1161";"285";"7"
"Palmelo";"2023";"1.282";"1117";"621";"1155";"294";"7"
"Palmelo";"2024";"1.331";"1111";"632";"1150";"305";"10"
"Palminópolis";"2014";"1.645";"1776";"579";"1795";"619";"5"
"Palminópolis";"2015";" 1.905 ";"1771";" 724 ";"1793";" 666 ";" 6 "
"Palminópolis";"2016";" 2.157 ";"1758";" 850 ";"1786";" 692 ";" 7 "
"Palminópolis";"2017";" 2.209 ";"1747";" 861 ";"1779";" 709 ";" 6 "
"Palminópolis";"2018";"2.287";"1736";"895";"1772";"724";"6"
"Palminópolis";"2019";"2.370";"1726";"935";"1766";"733";"6"
"Palminópolis";"2020";"2.493";"1718";"984";"1759";"758";"8"
"Palminópolis";"2021";"2.600";"1701";"1.022";"1749";"781";"8"
"Palminópolis";"2022";"2.689";"1686";"1.041";"1738";"793";"8"
"Palminópolis";"2023";"2.787";"1671";"1.071";"1727";"804";"8"
"Palminópolis";"2024";"2.869";"1658";"1.084";"1717";"833";"8"
"Panamá";"2014";"789";"1365";"332";"1322";"167";"10"
"Panamá";"2015";" 893 ";"1359";" 391 ";"1323";" 170 ";" 10 "
"Panamá";"2016";" 962 ";"1350";" 419 ";"1317";" 185 ";" 9 "
"Panamá";"2017";" 994 ";"1340";" 455 ";"1311";" 184 ";" 10 "
"Panamá";"2018";"1.061";"1330";"514";"1306";"198";"10"
"Panamá";"2019";"1.124";"1321";"546";"1302";"209";"10"
"Panamá";"2020";"1.176";"1311";"560";"1300";"211";"10"
"Panamá";"2021";"1.216";"1300";"574";"1291";"217";"11"
"Panamá";"2022";"1.265";"1288";"576";"1283";"224";"12"
"Panamá";"2023";"1.332";"1276";"594";"1276";"232";"14"
"Panamá";"2024";"1.418";"1263";"629";"1269";"238";"13"
"Paranaiguara";"2014";"3.724";"4818";"1.950";"4700";"616";"18"
"Paranaiguara";"2015";" 4.009 ";"4853";" 2.141 ";"4725";" 622 ";" 19 "
"Paranaiguara";"2016";" 4.256 ";"4884";" 2.303 ";"4747";" 638 ";" 16 "
"Paranaiguara";"2017";" 4.391 ";"4912";" 2.368 ";"4765";" 654 ";" 17 "
"Paranaiguara";"2018";"4.557";"4939";"2.449";"4783";"652";"16"
"Paranaiguara";"2019";"4.773";"4964";"2.547";"4798";"660";"15"
"Paranaiguara";"2020";"4.954";"4986";"2.647";"4811";"675";"17"
"Paranaiguara";"2021";"5.197";"5005";"2.766";"4822";"698";"17"
"Paranaiguara";"2022";"5.339";"5022";"2.804";"4830";"721";"20"
"Paranaiguara";"2023";"5.551";"5036";"2.877";"4836";"746";"26"
"Paranaiguara";"2024";"5.765";"5048";"2.956";"4838";"760";"30"
"Paraúna";"2014";"5.234";"5570";"1.944";"5412";"1.545";"44"
"Paraúna";"2015";" 5.817 ";"5555";" 2.216 ";"5409";" 1.641 ";" 44 "
"Paraúna";"2016";" 6.238 ";"5532";" 2.412 ";"5394";" 1.693 ";" 45 "
"Paraúna";"2017";" 6.635 ";"5505";" 2.563 ";"5377";" 1.774 ";" 47 "
"Paraúna";"2018";"6.944";"5478";"2.672";"5360";"1.838";"49"
"Paraúna";"2019";"7.279";"5448";"2.806";"5343";"1.866";"48"
"Paraúna";"2020";"7.722";"5416";"3.018";"5326";"1.912";"60"
"Paraúna";"2021";"8.169";"5380";"3.161";"5297";"1.967";"60"
"Paraúna";"2022";"8.605";"5340";"3.253";"5268";"2.050";"63"
"Paraúna";"2023";"9.004";"5298";"3.360";"5237";"2.115";"67"
"Paraúna";"2024";"9.315";"5254";"3.475";"5206";"2.174";"67"
"Perolândia";"2014";"943";"1605";"373";"1422";"152";"8"
"Perolândia";"2015";" 1.012 ";"1609";" 408 ";"1436";" 161 ";" 9 "
"Perolândia";"2016";" 1.060 ";"1605";" 429 ";"1435";" 172 ";" 9 "
"Perolândia";"2017";" 1.119 ";"1602";" 458 ";"1437";" 176 ";" 10 "
"Perolândia";"2018";"1.159";"1600";"474";"1441";"181";"11"
"Perolândia";"2019";"1.191";"1597";"496";"1448";"175";"11"
"Perolândia";"2020";"1.233";"1596";"511";"1458";"175";"12"
"Perolândia";"2021";"1.348";"1589";"576";"1454";"186";"12"
"Perolândia";"2022";"1.452";"1582";"602";"1453";"200";"12"
"Perolândia";"2023";"1.508";"1575";"618";"1454";"201";"13"
"Perolândia";"2024";"1.599";"1569";"659";"1457";"208";"13"
"Petrolina de Goiás";"2014";"3.524";"5430";"1.678";"4913";"887";"22"
"Petrolina de Goiás";"2015";" 3.812 ";"5422";" 1.840 ";"4891";" 912 ";" 21 "
"Petrolina de Goiás";"2016";" 3.912 ";"5403";" 1.892 ";"4862";" 930 ";" 21 "
"Petrolina de Goiás";"2017";" 4.055 ";"5381";" 1.957 ";"4832";" 947 ";" 21 "
"Petrolina de Goiás";"2018";"4.180";"5360";"2.036";"4802";"961";"22"
"Petrolina de Goiás";"2019";"4.357";"5336";"2.118";"4770";"970";"23"
"Petrolina de Goiás";"2020";"4.541";"5312";"2.219";"4736";"983";"23"
"Petrolina de Goiás";"2021";"4.804";"5279";"2.323";"4698";"1.020";"23"
"Petrolina de Goiás";"2022";"4.994";"5244";"2.391";"4658";"1.042";"26"
"Petrolina de Goiás";"2023";"5.242";"5208";"2.497";"4617";"1.090";"22"
"Petrolina de Goiás";"2024";"5.585";"5170";"2.648";"4574";"1.151";"23"
"Pilar de Goiás";"2014";"632";"1406";"259";"1273";"202";"7"
"Pilar de Goiás";"2015";" 705 ";"1388";" 313 ";"1263";" 210 ";" 7 "
"Pilar de Goiás";"2016";" 738 ";"1365";" 342 ";"1247";" 209 ";" 7 "
"Pilar de Goiás";"2017";" 779 ";"1342";" 368 ";"1231";" 208 ";" 6 "
"Pilar de Goiás";"2018";"814";"1321";"378";"1216";"211";"7"
"Pilar de Goiás";"2019";"843";"1301";"402";"1202";"209";"7"
"Pilar de Goiás";"2020";"881";"1283";"421";"1189";"217";"8"
"Pilar de Goiás";"2021";"903";"1258";"444";"1173";"214";"8"
"Pilar de Goiás";"2022";"942";"1235";"469";"1156";"217";"8"
"Pilar de Goiás";"2023";"950";"1213";"470";"1140";"216";"9"
"Pilar de Goiás";"2024";"976";"1192";"477";"1125";"220";"9"
"Piracanjuba";"2014";"13.717";"12230";"5.797";"12023";"3.623";"36"
"Piracanjuba";"2015";" 14.640 ";"12180";" 6.231 ";"12015";" 3.789 ";" 33 "
"Piracanjuba";"2016";" 15.384 ";"12118";" 6.582 ";"11996";" 3.889 ";" 32 "
"Piracanjuba";"2017";" 15.878 ";"12051";" 6.792 ";"11971";" 3.964 ";" 44 "
"Piracanjuba";"2018";"16.469";"11982";"7.026";"11944";"4.031";"49"
"Piracanjuba";"2019";"17.067";"11909";"7.298";"11911";"4.043";"49"
"Piracanjuba";"2020";"17.781";"11831";"7.586";"11873";"4.066";"54"
"Piracanjuba";"2021";"18.514";"11744";"7.836";"11828";"4.112";"55"
"Piracanjuba";"2022";"19.341";"11653";"8.023";"11778";"4.222";"55"
"Piracanjuba";"2023";"20.048";"11557";"8.217";"11723";"4.332";"55"
"Piracanjuba";"2024";"20.424";"11457";"8.348";"11663";"4.411";"57"
"Piranhas";"2014";"5.585";"5546";"1.986";"5408";"1.706";"43"
"Piranhas";"2015";" 6.147 ";"5482";" 2.269 ";"5355";" 1.805 ";" 42 "
"Piranhas";"2016";" 6.503 ";"5406";" 2.422 ";"5291";" 1.891 ";" 43 "
"Piranhas";"2017";" 6.736 ";"5331";" 2.532 ";"5227";" 1.937 ";" 44 "
"Piranhas";"2018";"6.990";"5257";"2.634";"5165";"1.993";"42"
"Piranhas";"2019";"7.262";"5184";"2.724";"5104";"2.031";"44"
"Piranhas";"2020";"7.609";"5112";"2.863";"5043";"2.055";"49"
"Piranhas";"2021";"7.980";"5031";"2.966";"4973";"2.092";"50"
"Piranhas";"2022";"8.319";"4950";"3.008";"4903";"2.176";"51"
"Piranhas";"2023";"8.570";"4870";"3.062";"4835";"2.215";"52"
"Piranhas";"2024";"8.814";"4791";"3.136";"4767";"2.254";"48"
"Pirenópolis";"2014";"9.541";"12155";"4.560";"11607";"2.761";"38"
"Pirenópolis";"2015";" 10.581 ";"12182";" 5.053 ";"11654";" 2.998 ";" 39 "
"Pirenópolis";"2016";" 11.290 ";"12202";" 5.383 ";"11690";" 3.170 ";" 39 "
"Pirenópolis";"2017";" 11.842 ";"12214";" 5.635 ";"11719";" 3.297 ";" 39 "
"Pirenópolis";"2018";"12.485";"12223";"5.896";"11748";"3.480";"40"
"Pirenópolis";"2019";"13.209";"12224";"6.138";"11772";"3.717";"43"
"Pirenópolis";"2020";"13.776";"12218";"6.405";"11790";"3.824";"43"
"Pirenópolis";"2021";"14.511";"12210";"6.716";"11802";"4.002";"43"
"Pirenópolis";"2022";"15.021";"12194";"6.883";"11809";"4.169";"44"
"Pirenópolis";"2023";"15.679";"12171";"7.094";"11810";"4.378";"46"
"Pirenópolis";"2024";"16.344";"12141";"7.272";"11807";"4.599";"47"
"Pires do Rio";"2014";"17.928";"14659";"8.673";"15258";"3.852";"47"
"Pires do Rio";"2015";" 18.910 ";"14720";" 9.123 ";"15332";" 3.986 ";" 52 "
"Pires do Rio";"2016";" 19.522 ";"14779";" 9.332 ";"15404";" 4.082 ";" 56 "
"Pires do Rio";"2017";" 20.311 ";"14826";" 9.614 ";"15465";" 4.242 ";" 66 "
"Pires do Rio";"2018";"21.057";"14867";"9.953";"15520";"4.323";"71"
"Pires do Rio";"2019";"22.059";"14898";"10.342";"15565";"4.452";"78"
"Pires do Rio";"2020";"22.919";"14918";"10.640";"15600";"4.592";"78"
"Pires do Rio";"2021";"23.820";"14941";"10.835";"15637";"4.709";"82"
"Pires do Rio";"2022";"24.776";"14952";"11.103";"15663";"4.862";"94"
"Pires do Rio";"2023";"25.769";"14953";"11.394";"15680";"5.025";"115"
"Pires do Rio";"2024";"26.843";"14944";"11.708";"15686";"5.221";"134"
"Planaltina";"2014";"19.629";"42465";"9.848";"42985";"3.405";"468"
"Planaltina";"2015";" 21.491 ";"42731";" 10.782 ";"43281";" 3.666 ";" 498 "
"Planaltina";"2016";" 22.023 ";"42944";" 10.981 ";"43512";" 3.794 ";" 465 "
"Planaltina";"2017";" 22.443 ";"43132";" 11.166 ";"43723";" 3.895 ";" 438 "
